src,trgt,Pearson
G1,G19,0.0477310457216454
G1,G20,0.0381609367480427
G1,G21,0.186241965028539
G1,G22,0.0404608664073428
G1,G23,0.201788565707117
G1,G24,0.0441398857930082
G1,G25,0.0576950465413633
G1,G26,0.0485012387407773
G1,G27,0.0108166036146396
G1,G28,0.213969771784456
G1,G29,0.0112188663479371
G1,G30,0.0512857439443091
G1,G31,0.0578323313497068
G1,G32,0.0391601229501677
G1,G33,0.0554569747215366
G1,G34,0.214387728901751
G1,G35,0.00904946580872423
G1,G36,0.101846407247665
G1,G37,0.205903380683501
G1,G38,0.0622400689386334
G1,G39,0.0495548443874361
G1,G40,0.201767360063438
G1,G41,0.176837330309094
G1,G42,0.0657025401405166
G1,G43,0.210878901378479
G1,G44,0.0129699781724259
G1,G45,0.0185311657944786
G1,G46,0.0455808880893952
G1,G47,0.0287496307786161
G1,G48,0.193554191177491
G1,G49,0.208272294950705
G1,G50,0.0431203008016957
G1,G51,0.206652231529531
G1,G52,0.218137704977899
G1,G53,0.151237938308951
G1,G54,0.204884010573682
G1,G55,0.193494666557727
G1,G56,0.0408387859607973
G1,G57,0.0125932171728869
G1,G58,0.216368061746823
G1,G59,0.0105304265938099
G1,G60,0.065473070956773
G1,G61,0.205141080984561
G1,G62,0.203059242057947
G1,G63,0.053300206889273
G1,G64,0.0506316553189143
G1,G65,0.213106471601016
G1,G66,0.21253817151346
G1,G67,0.0100694449379945
G1,G68,0.212235970794052
G1,G69,0.219250952470934
G1,G70,0.206004151001057
G1,G71,0.206339938540794
G1,G72,0.0178615111712523
G1,G73,0.010881182241411
G1,G74,0.0495124118629167
G1,G75,0.0124383094554986
G1,G76,0.00680571757613235
G1,G77,0.602337405213988
G1,G78,0.117177510564083
G1,G79,0.0154355816841802
G1,G80,0.00396287273783953
G1,G81,0.198611435119405
G1,G82,0.0104529620531448
G1,G83,0.0499261992047144
G1,G84,0.194246423914106
G1,G85,0.571963388185723
G1,G86,0.0255840630774827
G1,G87,0.0114614275177223
G1,G88,0.554231323095622
G1,G89,0.017634283846855
G1,G90,0.1206152000286
G1,G91,0.1986884251527
G1,G92,0.0344781110486535
G1,G93,0.193448499172755
G1,G94,0.000924931180791178
G1,G95,0.0032387736530506
G1,G96,0.20620204884931
G1,G97,0.213096827405373
G1,G98,0.0478266814174237
G1,G99,0.195122479206564
G2,G0,0.102887120543168
G2,G1,0.215954992253645
G2,G2,0
G2,G3,0.199290188280284
G2,G4,0.0425866402442281
G2,G5,0.00333401347579237
G2,G6,0.0531010705751741
G2,G7,0.0450982017302979
G2,G8,0.0762597571378097
G2,G9,0.08995857410497
G2,G10,0.0784929707984239
G2,G11,0.0744665265785622
G2,G12,0.0848008791053516
G2,G13,0.00581745075036557
G2,G14,0.0817561949178749
G2,G15,0.0837746827941249
G2,G16,0.0778308594357315
G2,G17,0.0783506401135817
G2,G18,0.0201751832285539
G2,G19,0.0167362664905902
G2,G20,0.0220423172186792
G2,G21,0.0780055966294309
G2,G22,0.019814812735469
G2,G23,0.0854269680093325
G2,G24,0.0216010568916609
G2,G25,0.0269632928138865
G2,G26,0.0348059634158374
G2,G27,0.00711364746595886
G2,G28,0.0876489584694814
G2,G29,0.00789286873677233
G2,G30,0.0285418271309577
G2,G31,0.0192044007146997
G2,G32,0.0128919619168397
G2,G33,0.0354903226288046
G2,G34,0.0886267975087981
G2,G35,0.006407076351382
G2,G36,0.0402835861748872
G2,G37,0.0806749574899
G2,G38,0.0220018849906134
G2,G39,0.0124813944917267
G2,G40,0.0862643535226454
G2,G41,0.0747765020565804
G2,G42,0.017691996117018
G2,G43,0.0838494838577005
G2,G44,0.0082870757731693
G2,G45,0.00512648394850856
G2,G46,0.0158762173755179
G2,G47,0.0106805833536443
G2,G48,0.0796602023354877
G2,G49,0.0845564887372088
G2,G50,0.0271768392001351
G2,G51,0.0804732740177487
G2,G52,0.0779481085811602
G2,G53,0.0544877647150764
G2,G54,0.0795215363615103
G2,G55,0.0773576634800256
G2,G56,0.0143926485839994
G2,G57,0.00930406070433407
G2,G58,0.0839691129006808
G2,G59,0.00598626359295852
G2,G60,0.0231996581531749
G2,G61,0.0850695895273854
G2,G62,0.0803698190472957
G2,G63,0.0221577059225351
G2,G64,0.0201511088298169
G2,G65,0.0798881946379821
G2,G66,0.0836308963196146
G2,G67,0.00558956153739333
G2,G68,0.0820187843999113
G2,G69,0.0941703843504346
G2,G70,0.0872703318709285
G2,G71,0.0811634555798427
G2,G72,0.00969032028180304
G2,G73,0.00643310844207868
G2,G74,0.0259618742689635
G2,G75,0.00635838976449686
G2,G76,0.00534103463548907
G2,G77,0.141447264578056
G2,G78,0.0467979035127155
G2,G79,0.00730236374801044
G2,G80,0.00557734227745687
G2,G81,0.08189728499813
G2,G82,0.00678664776349584
G2,G83,0.015171613789952
G2,G84,0.0660899720285219
G2,G85,0.165000493393895
G2,G86,0.0181000137359059
G2,G87,0.00917924800767373
G2,G88,0.201999358013659
G2,G89,0.0120665487526599
G2,G90,0.0719625367364758
G2,G91,0.0791145578312582
G2,G92,0.0261816597236013
G2,G93,0.0766100256583805
G2,G94,0.000972475467708056
G2,G95,0.00782462146045189
G2,G96,0.0797010289049788
G2,G97,0.0835208308608219
G2,G98,0.0238425547834403
G2,G99,0.0749214395913726
G3,G0,0.395486125748123
G3,G1,0.603530703010835
G3,G2,0.199290188280284
G3,G3,0
G3,G4,0.161759640147918
G3,G5,0.00139876969099065
G3,G6,0.207197020847393
G3,G7,0.172270068161016
G3,G8,0.269106364615037
G3,G9,0.339937377851672
G3,G10,0.32940498697963
G3,G11,0.225879621659047
G3,G12,0.315957755414953
G3,G13,0.00582516606972273
G3,G14,0.322267033825941
G3,G15,0.319782413658805
G3,G16,0.322404906454323
G3,G17,0.312565228175327
G3,G18,0.0487413960850342
G3,G19,0.0557006672335636
G3,G20,0.0466938681976605
G3,G21,0.291561274870185
G3,G22,0.0539034337828037
G3,G23,0.316523859005362
G3,G24,0.059519430768272
G3,G25,0.063199315367265
G3,G26,0.0543568443358023
G3,G27,0.00869946505642736
G3,G28,0.3348905536855
G3,G29,0.00923684801922382
G3,G30,0.0596365170575551
G3,G31,0.0618825531012652
G3,G32,0.0476352931974269
G3,G33,0.0656844549581118
G3,G34,0.331651138746182
G3,G35,0.0070882241859584
G3,G36,0.152441804980544
G3,G37,0.328179014989878
G3,G38,0.0884043016543537
G3,G39,0.0431081588000578
G3,G40,0.315593133059419
G3,G41,0.285660743910221
G3,G42,0.0704554825920906
G3,G43,0.321615345699346
G3,G44,0.0098287875488582
G3,G45,0.024323413444197
G3,G46,0.0505103017783724
G3,G47,0.0413666824627246
G3,G48,0.310458513221638
G3,G49,0.331773666387598
G3,G50,0.0453366796923752
G3,G51,0.325655391842783
G3,G52,0.329660320961887
G3,G53,0.220087377758138
G3,G54,0.309536504044454
G3,G55,0.299160370565409
G3,G56,0.0474243140879662
G3,G57,0.0101552937636102
G3,G58,0.33010837827051
G3,G59,0.00768734626667757
G3,G60,0.0722659972054096
G3,G61,0.325973768422898
G3,G62,0.323170588427814
G3,G63,0.0549002459642279
G3,G64,0.0589055618196314
G3,G65,0.342032714365398
G3,G66,0.332574118990394
G3,G67,0.00788348293500834
G3,G68,0.328513582468118
G3,G69,0.328560448601448
G3,G70,0.319487485936012
G3,G71,0.326436654117156
G3,G72,0.0172497567467409
G3,G73,0.0081857477731242
G3,G74,0.064811173591829
G3,G75,0.00966312820316606
G3,G76,0.011706044087343
G3,G77,0.712362814076847
G3,G78,0.193728650423547
G3,G79,0.0211533028040757
G3,G80,0.00906535625208581
G3,G81,0.307872904600537
G3,G82,0.00751159828820778
G3,G83,0.0533886176042901
G3,G84,0.3013108794507
G3,G85,0.602530973526159
G3,G86,0.0271334348119022
G3,G87,0.00924675569686226
G3,G88,0.66380440690018
G3,G89,0.0230384614230956
G3,G90,0.18275640219508
G3,G91,0.318067244819844
G3,G92,0.0353969301787377
G3,G93,0.318877911070005
G3,G94,0.00226349601953856
G3,G95,0.00609937614728135
G3,G96,0.315779984059951
G3,G97,0.325327158746422
G3,G98,0.053742691700333
G3,G99,0.308017755425309
G4,G0,0.689064013358518
G4,G1,0.108698780972941
G4,G2,0.0425866402442281
G4,G3,0.161759640147918
G4,G4,0
G4,G5,0.332367764533533
G4,G6,1.38215940043924
G4,G7,1.44324104053849
G4,G8,1.16738262280603
G4,G9,0.304820303961261
G4,G10,0.357023156295868
G4,G11,0.0124995056568721
G4,G12,0.363269924668284
G4,G13,0.251548353588434
G4,G14,0.356145664824739
G4,G15,0.355973303122787
G4,G16,0.35259481256674
G4,G17,0.358547396943339
G4,G18,0.00909325149942771
G4,G19,0.00301711998117617
G4,G20,0.00134854156470473
G4,G21,0.363338330787142
G4,G22,0.000622187860988724
G4,G23,0.370889849372425
G4,G24,0.00408796212469121
G4,G25,0.00104315264960605
G4,G26,0.00200899261191697
G4,G27,0.227461646221181
G4,G28,0.353092709223604
G4,G29,0.231556559221661
G4,G30,0.00142740672918825
G4,G31,0.00137570727990493
G4,G32,0.0034693753115357
G4,G33,0.00102450452329468
G4,G34,0.35768880278027
G4,G35,0.243729103945038
G4,G36,1.24551434467933
G4,G37,0.353013315618773
G4,G38,0.0908518591413905
G4,G39,0.00100379383454064
G4,G40,0.356732114452727
G4,G41,0.289213116930691
G4,G42,1.39228066546023e-05
G4,G43,0.3526052078741
G4,G44,0.233740363205495
G4,G45,0.0213095023046634
G4,G46,0.00261750302823915
G4,G47,0.0007002696385651
G4,G48,0.345965135774896
G4,G49,0.357399153397779
G4,G50,0.00296671465730961
G4,G51,0.36219003485951
G4,G52,0.36476270459242
G4,G53,1.19866109175771
G4,G54,0.349047343968376
G4,G55,0.336101364621311
G4,G56,0.00113875546536669
G4,G57,0.230325825624525
G4,G58,0.364787575269943
G4,G59,0.245542723760781
G4,G60,0.000576173016071044
G4,G61,0.351568312816507
G4,G62,0.371129249416401
G4,G63,0.000412913601619345
G4,G64,1.42142375099415e-05
G4,G65,0.363817632871477
G4,G66,0.355812481188028
G4,G67,0.213706914774595
G4,G68,0.352443409980625
G4,G69,0.358330764021911
G4,G70,0.34064602903971
G4,G71,0.351259063080957
G4,G72,0.176556755183876
G4,G73,0.242478254805003
G4,G74,0.000859780545091689
G4,G75,0.225667796545447
G4,G76,0.0270513080745794
G4,G77,0.164280572123486
G4,G78,0.920285152834287
G4,G79,0.0144407208618984
G4,G80,0.00910265040749771
G4,G81,0.372513335414724
G4,G82,0.222932367927194
G4,G83,0.0026102397532574
G4,G84,0.341614864459314
G4,G85,0.142695798435589
G4,G86,0.0128899336977991
G4,G87,0.234089468784763
G4,G88,0.150323889121725
G4,G89,0.0182081166673403
G4,G90,0.0868106895259485
G4,G91,0.354960633160753
G4,G92,0.0255009739574739
G4,G93,0.360117914300905
G4,G94,0.000892757377776489
G4,G95,0.00723132200136707
G4,G96,0.357403268155769
G4,G97,0.349690907939552
G4,G98,0.000799085923110519
G4,G99,0.371164182990341
G5,G0,0.0533189703173474
G5,G1,0.00318334029493279
G5,G2,0.00333401347579237
G5,G3,0.00139876969099065
G5,G4,0.332367764533533
G5,G5,0
G5,G6,0.255779816323969
G5,G7,0.292103118923766
G5,G8,0.188068099868827
G5,G9,3.2841972136719e-05
G5,G10,0.00298825713676717
G5,G11,0.179945620955621
G5,G12,0.00319267795736911
G5,G13,1.57182338454864
G5,G14,0.0027357841277822
G5,G15,0.00250895363575699
G5,G16,0.00231344574936078
G5,G17,0.00331106151298452
G5,G18,0.168864810922536
G5,G19,0.148606080234304
G5,G20,0.107591814771135
G5,G21,0.00559769382249653
G5,G22,0.119888993085439
G5,G23,0.00418717541587461
G5,G24,0.158649998291565
G5,G25,0.130242877005371
G5,G26,0.131555902447172
G5,G27,1.41723875447741
G5,G28,0.00214993248786672
G5,G29,1.44199713469726
G5,G30,0.126669598445527
G5,G31,0.115699061446634
G5,G32,0.130223704060941
G5,G33,0.12843522322782
G5,G34,0.0028803106373304
G5,G35,1.40863815252373
G5,G36,0.374957994064186
G5,G37,0.0024961287225338
G5,G38,2.87166534346017e-05
G5,G39,0.0621277353891685
G5,G40,0.00314862809581565
G5,G41,0.00133744758548166
G5,G42,0.117813988956572
G5,G43,0.00309875231540269
G5,G44,1.47450812444333
G5,G45,0.000703149598490512
G5,G46,0.141381011552392
G5,G47,0.0533592147021369
G5,G48,0.00245137817087222
G5,G49,0.00261801213068862
G5,G50,0.131163567020204
G5,G51,0.00293679249986632
G5,G52,0.0031874370799434
G5,G53,0.276155174006667
G5,G54,0.00295594169356636
G5,G55,0.00370201696457025
G5,G56,0.0566501044633539
G5,G57,1.56320577142637
G5,G58,0.00339043238460304
G5,G59,1.51727650896549
G5,G60,0.131508231290512
G5,G61,0.00251464475253512
G5,G62,0.00376011915510639
G5,G63,0.0881232052036731
G5,G64,0.106630913549181
G5,G65,0.00318386401032462
G5,G66,0.00294691674080181
G5,G67,1.04804447905983
G5,G68,0.00255643908865821
G5,G69,0.00239921378964167
G5,G70,0.00233914338200936
G5,G71,0.00268028609653782
G5,G72,1.13642712471228
G5,G73,1.47161001456778
G5,G74,0.082752966844606
G5,G75,1.37559813461848
G5,G76,0.125413342560375
G5,G77,0.00151428186934766
G5,G78,0.135948050562555
G5,G79,0.00166211297042316
G5,G80,0.000273113261835555
G5,G81,0.00590058407123002
G5,G82,1.12164650123809
G5,G83,0.125642664273382
G5,G84,0.00457322081749109
G5,G85,0.00114987391308349
G5,G86,0.00168275086059325
G5,G87,1.49348424878981
G5,G88,0.00103415517310498
G5,G89,0.000918486943711064
G5,G90,0.0127235492582003
G5,G91,0.00262637722925992
G5,G92,0.000558274667237729
G5,G93,0.00347305446047599
G5,G94,0.000513081151889034
G5,G95,6.84887659499627e-05
G5,G96,0.0033945912715256
G5,G97,0.0024990762240221
G5,G98,0.122110322507403
G5,G99,0.00528842394680032
G6,G0,0.853793791622239
G6,G1,0.135841991879953
G6,G2,0.0531010705751741
G6,G3,0.207197020847393
G6,G4,1.38215940043924
G6,G5,0.255779816323969
G6,G6,0
G6,G7,1.4611929232574
G6,G8,1.37614902235086
G6,G9,0.392220343058147
G6,G10,0.446739710107899
G6,G11,0.0305405717971596
G6,G12,0.45683518819777
G6,G13,0.187529541298504
G6,G14,0.446531098554447
G6,G15,0.450254977785378
G6,G16,0.449749755455971
G6,G17,0.45451980763038
G6,G18,0.00622442269607486
G6,G19,0.000706708069862719
G6,G20,0.000483120032521362
G6,G21,0.45487509270675
G6,G22,0.000199774620861948
G6,G23,0.468087326570623
G6,G24,0.00145653364205797
G6,G25,0.000271183236761992
G6,G26,0.000796125555553883
G6,G27,0.165660981662769
G6,G28,0.448877278706418
G6,G29,0.170469044040025
G6,G30,0.00016640534243539
G6,G31,0.000205289639349302
G6,G32,0.00127586678960376
G6,G33,0.000145852187667037
G6,G34,0.458192797774504
G6,G35,0.179724474912441
G6,G36,1.23536523974686
G6,G37,0.446003809319197
G6,G38,0.110304872149754
G6,G39,0.00234426793506084
G6,G40,0.452796346505524
G6,G41,0.370154237479882
G6,G42,0.000585999292451877
G6,G43,0.450990808296711
G6,G44,0.171981624104714
G6,G45,0.0272769328401096
G6,G46,0.000839880523582411
G6,G47,0.00265490100900435
G6,G48,0.438623703067865
G6,G49,0.455045447655792
G6,G50,0.00116279319343553
G6,G51,0.455907589965751
G6,G52,0.46338248228702
G6,G53,1.28592340083389
G6,G54,0.441838344728364
G6,G55,0.415457580740545
G6,G56,0.00390474423111854
G6,G57,0.169824505375895
G6,G58,0.466290602101875
G6,G59,0.180161299948988
G6,G60,2.09299737221883e-06
G6,G61,0.450454513811025
G6,G62,0.473863162525105
G6,G63,1.12214361468615e-06
G6,G64,0.000385752571172829
G6,G65,0.463401095896524
G6,G66,0.449094051388415
G6,G67,0.157921670674799
G6,G68,0.448677779421055
G6,G69,0.450987374881067
G6,G70,0.431439220237175
G6,G71,0.446988166972146
G6,G72,0.125944050951292
G6,G73,0.177102719622915
G6,G74,0.00273816402351729
G6,G75,0.163876623442726
G6,G76,0.0251578199217688
G6,G77,0.207415665617177
G6,G78,1.04564803828385
G6,G79,0.0184182220919607
G6,G80,0.0119234590810179
G6,G81,0.475501174744475
G6,G82,0.16940726641169
G6,G83,0.00103507987813106
G6,G84,0.428040286789442
G6,G85,0.179814187465978
G6,G86,0.0168605146023069
G6,G87,0.173905395450259
G6,G88,0.191052544081336
G6,G89,0.0226469569391605
G6,G90,0.113497532075247
G6,G91,0.449315344808347
G6,G92,0.0329396338802755
G6,G93,0.451971072755481
G6,G94,0.00198145739492618
G6,G95,0.00861161241276917
G6,G96,0.453157342025911
G6,G97,0.444438781485621
G6,G98,0.00023453952223245
G6,G99,0.46165098087184
G7,G0,0.780654188238381
G7,G1,0.108726297546486
G7,G2,0.0450982017302979
G7,G3,0.172270068161016
G7,G4,1.44324104053849
G7,G5,0.292103118923766
G7,G6,1.4611929232574
G7,G7,0
G7,G8,1.26633799535935
G7,G9,0.365336089719174
G7,G10,0.426469377370042
G7,G11,0.0227024764515933
G7,G12,0.432766866808284
G7,G13,0.215632423638713
G7,G14,0.422739710578957
G7,G15,0.423191227142025
G7,G16,0.421128436448847
G7,G17,0.428627537987686
G7,G18,0.00600925988675775
G7,G19,0.000824921067187269
G7,G20,0.000316703162325072
G7,G21,0.429692621623266
G7,G22,0.000113642569769452
G7,G23,0.438339731043308
G7,G24,0.00229259250982416
G7,G25,0.00023468958198677
G7,G26,0.000973211743101721
G7,G27,0.194644063282127
G7,G28,0.41755752398026
G7,G29,0.19798446430385
G7,G30,0.000197469466786678
G7,G31,0.000526648996357611
G7,G32,0.00139365771184957
G7,G33,0.000114568598784055
G7,G34,0.42840344039776
G7,G35,0.208991798764184
G7,G36,1.24707431173065
G7,G37,0.41889596172175
G7,G38,0.101831569169963
G7,G39,0.00333048627493533
G7,G40,0.429464057447271
G7,G41,0.339510972387561
G7,G42,0.000574193531295514
G7,G43,0.420466630639589
G7,G44,0.20109340298496
G7,G45,0.0208886277653763
G7,G46,0.00115081415124469
G7,G47,0.00289284251083921
G7,G48,0.413321851760908
G7,G49,0.427407205377831
G7,G50,0.00103693131320266
G7,G51,0.430070701311375
G7,G52,0.433000498998936
G7,G53,1.22804988348569
G7,G54,0.419186883183067
G7,G55,0.398531839830311
G7,G56,0.00254236644924674
G7,G57,0.19795954760037
G7,G58,0.436057463155311
G7,G59,0.209213981757711
G7,G60,2.21543313162102e-06
G7,G61,0.417016041552351
G7,G62,0.438953617377815
G7,G63,4.13731672741663e-06
G7,G64,2.84708109169711e-05
G7,G65,0.429603914172622
G7,G66,0.419863395582518
G7,G67,0.183508796389337
G7,G68,0.422831102284675
G7,G69,0.421930571780139
G7,G70,0.398763302570038
G7,G71,0.415498900819581
G7,G72,0.148627478884192
G7,G73,0.20565659037678
G7,G74,0.00289856337281325
G7,G75,0.193556921811395
G7,G76,0.0268701700523468
G7,G77,0.171904280868831
G7,G78,1.09193141224934
G7,G79,0.0180081569499758
G7,G80,0.00969028907624004
G7,G81,0.454935196428779
G7,G82,0.190267198914276
G7,G83,0.00126033047623752
G7,G84,0.398001725576751
G7,G85,0.148608620604223
G7,G86,0.016770989249667
G7,G87,0.20040452250415
G7,G88,0.157052580510605
G7,G89,0.0202267461053593
G7,G90,0.100605092680671
G7,G91,0.424148428408026
G7,G92,0.0303007478514603
G7,G93,0.423794547834296
G7,G94,0.00160267461376525
G7,G95,0.00941650672172593
G7,G96,0.425871054504864
G7,G97,0.417423352187333
G7,G98,7.74568976891283e-05
G7,G99,0.440883089405702
G8,G0,1.00040446034639
G8,G1,0.185418037393474
G8,G2,0.0762597571378097
G8,G3,0.269106364615037
G8,G4,1.16738262280603
G8,G5,0.188068099868827
G8,G6,1.37614902235086
G8,G7,1.26633799535935
G8,G8,0
G8,G9,0.473250934727141
G8,G10,0.531428596099252
G8,G11,0.054822383765836
G8,G12,0.542782822821557
G8,G13,0.132181000745325
G8,G14,0.526654339962829
G8,G15,0.529678055986422
G8,G16,0.528597322969331
G8,G17,0.535733828934566
G8,G18,0.000380061670068117
G8,G19,0.000347475712456649
G8,G20,0.000622105192590956
G8,G21,0.519259909086152
G8,G22,0.00231546994938305
G8,G23,0.54849202505876
G8,G24,0.000269957190900918
G8,G25,0.00236295321090942
G8,G26,0.000667367487821069
G8,G27,0.117262253375458
G8,G28,0.532941046282593
G8,G29,0.117953945048782
G8,G30,0.0015571183262272
G8,G31,0.0015809483194171
G8,G32,0.000366436124615967
G8,G33,0.00203491019857257
G8,G34,0.539083809502934
G8,G35,0.128238664952896
G8,G36,1.02526843780003
G8,G37,0.52577098323963
G8,G38,0.128058577914524
G8,G39,0.0101658862069319
G8,G40,0.539076227030184
G8,G41,0.427926246051718
G8,G42,0.00575678656077307
G8,G43,0.523968555144362
G8,G44,0.122028944435728
G8,G45,0.025597019137871
G8,G46,0.000720989752404982
G8,G47,0.0084766251335798
G8,G48,0.511558137548412
G8,G49,0.536758230709772
G8,G50,0.000286772403315802
G8,G51,0.537579894078799
G8,G52,0.540834526807789
G8,G53,1.18937900922908
G8,G54,0.525234341342585
G8,G55,0.494766390370638
G8,G56,0.00962308473730793
G8,G57,0.118913122318393
G8,G58,0.551196776842717
G8,G59,0.127932479325661
G8,G60,0.00321649908693206
G8,G61,0.534644537828828
G8,G62,0.552715485707003
G8,G63,0.00264121770128688
G8,G64,0.00478352561146147
G8,G65,0.543854741796193
G8,G66,0.530307576367686
G8,G67,0.113162504794997
G8,G68,0.532881333772048
G8,G69,0.532491095123081
G8,G70,0.508457355998826
G8,G71,0.520102444959207
G8,G72,0.0840702597097685
G8,G73,0.124679691599419
G8,G74,0.0110323161357819
G8,G75,0.115105517494613
G8,G76,0.0112391941645182
G8,G77,0.272508249964715
G8,G78,1.08236312065184
G8,G79,0.0235063696632255
G8,G80,0.013755857803518
G8,G81,0.561717126957299
G8,G82,0.115660400907904
G8,G83,0.000321521850032077
G8,G84,0.48618236298573
G8,G85,0.239199119675364
G8,G86,0.0197279908574898
G8,G87,0.11899824928166
G8,G88,0.251690851058223
G8,G89,0.0258711390316604
G8,G90,0.134184738558063
G8,G91,0.535339640634214
G8,G92,0.0417847993203101
G8,G93,0.534718955499357
G8,G94,0.00211321859869627
G8,G95,0.0102805847364658
G8,G96,0.534013014661498
G8,G97,0.51732310804287
G8,G98,0.00246453012293311
G8,G99,0.54224491182727
G9,G0,0.867762724132961
G9,G1,0.2178981146761
G9,G2,0.08995857410497
G9,G3,0.339937377851672
G9,G4,0.304820303961261
G9,G5,3.2841972136719e-05
G9,G6,0.392220343058147
G9,G7,0.365336089719174
G9,G8,0.473250934727141
G9,G9,0
G9,G10,1.57109644581031
G9,G11,0.523954670926369
G9,G12,1.81880506987581
G9,G13,0.00379819926693178
G9,G14,1.71266598244569
G9,G15,1.7729938667788
G9,G16,1.81878099005356
G9,G17,1.66657964361611
G9,G18,0.0816851012152642
G9,G19,0.110198967321496
G9,G20,0.088645668290273
G9,G21,1.21166023589345
G9,G22,0.114765063495853
G9,G23,1.69039831979669
G9,G24,0.107111017479703
G9,G25,0.111873755309527
G9,G26,0.0944114628610817
G9,G27,0.00613570121932438
G9,G28,1.87047680666431
G9,G29,0.00633981297960107
G9,G30,0.11284357606449
G9,G31,0.0995635147040342
G9,G32,0.0947953534650924
G9,G33,0.112938693436016
G9,G34,1.78572277499104
G9,G35,0.00402836989365439
G9,G36,0.24365202843328
G9,G37,1.66640759477367
G9,G38,0.22298403812452
G9,G39,0.116628838307065
G9,G40,1.63760380363689
G9,G41,1.01668939211014
G9,G42,0.146313333821276
G9,G43,1.57208704306901
G9,G44,0.00563819181494146
G9,G45,0.0310398335522607
G9,G46,0.112768413602774
G9,G47,0.101689595532862
G9,G48,1.52354307884877
G9,G49,1.84489862489598
G9,G50,0.0977249568157307
G9,G51,1.78028555120707
G9,G52,1.77043447115158
G9,G53,0.313812703881969
G9,G54,1.55575024832797
G9,G55,1.21847582778649
G9,G56,0.108116181081533
G9,G57,0.00647470078859153
G9,G58,1.83563241002818
G9,G59,0.00455354216291641
G9,G60,0.137433795292449
G9,G61,1.77565029511927
G9,G62,1.80847602250034
G9,G63,0.0935402118817144
G9,G64,0.124698343824532
G9,G65,1.74395190103149
G9,G66,1.60759833624316
G9,G67,0.0052382284866974
G9,G68,1.80858535348728
G9,G69,1.71593096963535
G9,G70,1.42688914796744
